Group,Analytical_Thinking,Neutral_Score,Manipulative_Score,Age,Gender,Education,Political_Affiliation,Minority_Status,Bullshit_Receptivity,Conspiracy_Belief,Discernment_Score
Control,6.431153206482214,9.246119052021957,3.4067714575561876,68,Female,Bachelor's,Republican,Yes,2.050367231267893,3.971300426496746,9.054924197706876
Treatment,3.2316665576970065,3.680702842887137,4.310541203829341,51,Male,Bachelor's,Other,Yes,1.24638476039947,8.109929970822506,1.793911557330551
Treatment,4.707636282283107,4.4369028719234604,-1.7509316813547318,39,Male,Bachelor's,Other,Yes,0.8686586320857539,3.418163110438009,9.718561764990522
Control,6.462648256473006,2.9835387282870585,2.7602820877869396,54,Male,High School,Democrat,No,3.934088501355193,4.156960682488488,3.454580768736622
Control,4.784724110164507,8.003120894679277,5.113820308503928,47,Other,Master's,Republican,No,2.8451838160764167,4.11384865042351,5.281662641257602
Treatment,4.260442602901813,4.255648421133424,0.560975870062802,57,Female,Bachelor's,Republican,No,6.85003095908438,2.899651645688202,6.890004503246981
Treatment,6.402823189077289,5.0314517178536455,0.26446410230406425,52,Male,High School,Independent,No,1.9583279292249003,3.833049010913534,9.569105007357548
Treatment,5.231625749458385,4.227958678081168,0.35311904686967943,52,Male,High School,Democrat,Yes,3.672621373418196,0,7.798558943305278
Treatment,6.789153804485828,6.796113548580681,1.8943895425955162,39,Male,Bachelor's,Other,No,3.5843809457608447,5.218534124893035,9.993589359349535
Treatment,6.973097978267363,8.077834048296875,0.4273083620677949,60,Male,High School,Independent,Yes,3.5568239995259856,5.867534037497945,12.880349169929604
Control,3.1550851676751477,3.4389458941365882,0.9238723040632308,66,Male,Doctorate,Independent,No,3.1457906762608014,0.24657947039307393,4.0926161739109315
Control,4.737328849118133,7.037209611305514,4.306590292691115,63,Male,Bachelor's,Republican,No,1.8320593134767886,4.834422346872062,5.099283743173466
Control,2.3998180610192756,2.8976846125050417,4.364396088082186,46,Male,Doctorate,Democrat,No,5.549076065103146,6.944148214372145,-0.2668024450675066
Treatment,3.5425078842861986,5.492391952166447,2.2201655000983886,34,Female,Doctorate,Independent,No,2.1015474629404216,2.6068072116498313,5.929107365282707
Control,5.876911932531862,2.334721195494512,0.5922324640801668,35,Female,Bachelor's,Republican,No,2.7556852975935127,3.834306203845808,4.680944697680276
Control,3.624127619095109,4.599299136229824,2.3256659167066767,28,Male,Bachelor's,Other,No,5.65280618531663,4.982221400203222,4.085697029070702
Control,7.741110404637993,6.942894778626654,2.7120175122303904,37,Female,Master's,Independent,Yes,1.8004417339189387,4.206986513586423,8.10143246871526
Treatment,6.710705718660036,5.931944767518088,2.45569154450302,31,Male,Bachelor's,Democrat,No,3.1876193509650257,7.2026076661106595,8.509282512010095
Treatment,6.098699726349843,4.675736235829458,1.199199240558632,49,Male,Bachelor's,Republican,No,2.8657684786947613,2.7276699789375454,8.050561790033209
Control,5.623910384974495,3.252339342433548,3.036403826496593,48,Male,Bachelor's,Democrat,No,7.697058230324151,0,3.0278907084242026
Control,3.5899498945448167,4.166041270937158,2.6877273857977793,63,Female,High School,Republican,Yes,5.830900473795793,3.8471948933924995,3.273288832411787
Treatment,5.806448544351104,6.18655057754361,1.5430486459661394,58,Male,Bachelor's,Independent,No,2.39065267682254,2.3883659807754825,8.998338339840798
Treatment,3.3409104647877728,7.070873380043257,1.6032002119483522,68,Female,Bachelor's,Republican,Yes,3.4969980567525267,2.363188503837019,7.9733560166857345
Treatment,4.162306005176621,2.744515737641604,4.131488331352225,47,Male,Master's,Independent,Yes,0,3.9059064078419903,1.734756910171845
Treatment,7.3302063248588425,2.6689263424526852,3.1749457079718733,45,Female,Bachelor's,Independent,Yes,6.820337253005147,1.2241140405669149,4.991635378124943
Treatment,7.748984924764146,4.142253393021572,3.17628843500358,38,Female,Bachelor's,Independent,No,0.859033237981127,4.634873367079723,6.777703651591102
Treatment,5.364268100407262,1.3629731536433773,-1.6300488739658656,47,Male,High School,Democrat,No,5.362413428508566,3.1630369547888404,7.016223102914689
Treatment,2.2509140662089244,2.0689180315232156,3.0187848015485614,50,Male,Bachelor's,Democrat,Yes,4.806708105400619,0.6890924297319008,0.7383187796313475
Control,5.299477766318918,2.358942924315275,1.2116963777111336,51,Female,Bachelor's,Republican,No,4.670235416107295,3.0989096167841526,3.7969854297636
Treatment,5.737602465961188,6.001900355547223,1.529451768277154,68,Male,High School,Republican,No,6.004476511643422,4.425750727999977,8.77565043674096
Treatment,6.236510779945302,4.010958664284444,0.7755339984492668,19,Female,Bachelor's,Democrat,Yes,5.516422263617223,6.787299064973633,7.912807750794154
Treatment,2.223576411446822,8.311934671191587,0.003156718276678294,49,Female,High School,Republican,Yes,4.140877824483548,3.684064762180028,9.976460261500025
Control,2.5497875700797734,8.738237095521677,2.629588795571892,35,Male,Master's,Republican,No,1.6061558713738546,6.489737895559187,7.3835420849896725
Treatment,5.095185260819761,5.172643846639816,0.25084177930861773,39,Male,Bachelor's,Democrat,No,5.642094111678609,2.010415242839251,8.743191012946019
Control,3.493056054138249,4.6724202625023645,5.528597694261309,36,Male,Doctorate,Republican,Yes,3.2987204741092557,5.474092379054579,0.8903505953101798
Treatment,8.095064899779914,0.309635156219783,3.172060806415729,20,Female,Bachelor's,Independent,Yes,2.8664119873814884,3.1030106573378022,3.208873024638989
Control,6.444760126435985,7.741332397000427,0.3501019699012664,65,Female,High School,Democrat,No,2.9794285644173435,6.383449517939422,10.613610490317154
Control,4.3947185068049475,3.5660038498839257,2.408932145678105,56,Female,Bachelor's,Republican,No,2.471170797907502,4.116045327716747,3.3544309576082942
Control,6.287117717660924,3.150067429674131,0.7020961039760749,55,Male,Bachelor's,Republican,No,6.972132671319549,2.232733683195802,5.5915301845285175
Treatment,6.517390692421426,3.1813589464820105,-0.7842698614895569,54,Female,Master's,Independent,No,1.5745078170277225,7.287759350237909,8.853671827287638
Control,3.528110104132917,5.311151777524629,3.4277734454587416,46,Male,Bachelor's,Independent,No,4.170982643870967,0,3.647433384132346
Control,4.331345354769243,4.117708904469113,2.8044635985648614,52,Male,Bachelor's,Republican,Yes,4.485215550645963,2.1724847342833424,3.4789179832888735
Treatment,3.5096501392539747,4.619136890884059,1.6613481973890225,47,Male,Bachelor's,Democrat,No,2.13841213470917,2.2295468007518737,5.590026297935518
Control,3.7593071743104387,2.9063158828693294,3.880607514917277,51,Female,High School,Independent,No,6.7829586167208955,3.535449385440524,0.9053619551072716
Control,2.881391969102714,5.929432011999901,2.4995593186420026,31,Male,Master's,Democrat,No,5.58832143099388,1.8616406222306208,4.870568677909255
Treatment,8.219465235101286,0.4299115771987303,0.8688503277782488,57,Female,Master's,Independent,Yes,2.139163961358846,1.8247176444748163,5.725660175746445
Treatment,6.42196249805361,4.404554685340997,1.8388560809760783,44,Male,Bachelor's,Democrat,No,6.339248616411185,2.068234241332748,7.3821704779051265
Control,2.6436731368169903,2.300650949720236,4.4151182922771985,31,Female,Bachelor's,Independent,No,2.6971571586843766,3.7801935367487314,-0.7926307741484675
Treatment,7.154938212120853,3.675037670975452,-0.10304347206707154,40,Male,Doctorate,Republican,No,2.809255803224218,4.280368486419416,9.144284802133164
Control,7.5548646238316834,6.118137032077503,1.5718009029403393,53,Female,Bachelor's,Democrat,No,4.368780222212808,6.245210996380692,8.323768441053005
Treatment,6.21372246427914,1.412912650870644,-1.2608296293451162,37,Female,Doctorate,Democrat,No,3.409277092941562,0.81846663837403,7.334034128425115
Control,5.299274575197223,6.657505232048889,3.4803809486529933,19,Male,Bachelor's,Republican,No,1.5886466683157852,5.18941498862386,5.826761570994507
Control,4.169975638228469,4.713999677115207,4.6597162421213865,61,Male,Bachelor's,Republican,No,4.7274822275535655,1.5788172310960045,2.139271254108055
Treatment,6.010607636081589,3.2929405653308654,1.0414743763327692,70,Female,Bachelor's,Republican,No,3.736668987676673,5.0962862455706,6.7594219160592885
Control,7.034595528802673,7.022922373600178,0.5882642567666956,54,Male,Bachelor's,Republican,Yes,5.244311601235311,2.8144778065936285,9.951955881234818
Treatment,7.50327363025084,6.588799415623786,3.181612318127028,43,Female,Bachelor's,Republican,Yes,5.73279716314964,6.032493934231151,9.034642320184888
Treatment,5.161407554755842,7.461019273877773,1.3070069658090913,35,Female,Doctorate,Democrat,No,5.4134522561479415,4.4426731421192835,10.025067974135563
Control,3.180339847906887,6.663006446979703,0.5449058581518837,49,Female,Bachelor's,Democrat,No,0.3947643256415363,4.867848503044483,7.708270512781263
Control,6.10518158961065,7.273840030680954,2.257385066099309,36,Male,Bachelor's,Independent,Yes,2.4426826065154206,3.992957030015612,8.06904575938697
Treatment,3.105563937507016,6.852704720210193,2.0439986801725074,34,Female,Bachelor's,Democrat,No,3.600548922778038,3.0077795013152766,7.1378789931679485
Treatment,5.279710268830207,5.943739646954281,1.5816335565976885,38,Female,Bachelor's,Other,No,2.8918482399934833,2.628461360772751,8.321888791979248
Treatment,5.653353033568544,7.557921128003989,-0.5824620039072916,61,Male,High School,Democrat,No,7.4916036473358645,4.20523190173944,12.380397907087687
Treatment,3.6448499077919494,2.4540080491435843,2.4125205338708087,23,Male,High School,Independent,No,4.319999739605131,3.252821546150147,2.7751249461167378
Control,5.931091818747236,5.908051191959058,2.6001229324182544,23,Male,High School,Other,No,1.36178977514773,2.459428627554862,6.273474168914421
Treatment,6.149281280274933,5.962230808506415,0.5215628065149334,27,Female,High School,Republican,No,2.235165596846062,5.332902887119973,10.05262896219768
Treatment,8.295391239496407,3.700085631536086,-1.8563019283859021,32,Female,Bachelor's,Independent,Yes,1.5989828394954877,1.9935983308630099,11.777930989544295
Control,4.907431378047415,4.178319775139237,0.5843692418400628,41,Female,Master's,Other,No,4.734012958431508,4.030292236481431,6.047666222322881
Control,6.578016621251785,8.071205593209456,3.5188522737001326,50,Female,High School,Democrat,No,3.1697914714716555,1.161001169845136,7.841361630135216
Control,3.882741221893658,2.5981289874994142,2.6998643982746167,59,Female,High School,Independent,No,4.125658350762389,3.7287653610417886,1.8396352001716265
Treatment,6.4930801112471865,6.845685989101025,2.3607835899041643,34,Male,Bachelor's,Republican,Yes,5.303044393961108,4.054194846363253,9.35471248263225
Control,2.51764890011278,2.5119608382180623,7.6043236697842325,45,Female,Bachelor's,Republican,No,5.416103327064105,5.204612083021604,-3.83353838150978
Control,5.347651015920274,7.894508330246985,6.16847242820706,52,Female,Master's,Democrat,No,5.360804995209714,5.278622554575995,4.399861410000062
Control,3.551633626367182,6.960004697790726,1.4233332538291155,35,Female,Bachelor's,Democrat,No,3.4879236539469693,6.129335857235132,7.312488257145201
Control,6.876849696831537,2.453624445497934,3.036173401442245,18,Male,Bachelor's,Republican,No,2.6045262145496912,3.7393769269268375,2.855875892471458
Treatment,5.342383278947914,5.078826139930412,0.8777481039979337,34,Female,High School,Other,No,3.222935053757479,0.49086348013149017,8.207865495143416
Control,7.372355894032602,0.21854005773238683,4.434399619151084,68,Female,Bachelor's,Republican,No,4.2281087858180335,1.8640447313715183,-0.5296816144023961
Treatment,4.371868601880052,4.014865312279301,3.4763404250297567,68,Female,Bachelor's,Independent,Yes,2.3728749380323815,2.9841361856312636,3.8174263386595833
Treatment,5.465672811979329,3.1988504443710877,0.3161915735631289,69,Male,Bachelor's,Republican,No,4.3826079794640505,5.780297974012632,6.981913479792455
Control,6.5953224823380605,6.285231252957902,2.0121479883648523,33,Male,Bachelor's,Democrat,No,1.3571722873464962,5.249565230225995,7.57074450576208
Treatment,3.907842949394916,4.902772719994456,4.27752628165792,56,Male,High School,Republican,No,4.7450936459134185,5.0847605436240215,3.556128650382723
Treatment,5.937861765129772,3.2855255327839448,1.1883161858525921,23,Female,Master's,Other,No,5.408649411570943,4.829085558495548,6.5506056707786815
Control,5.655290371457297,5.641113275503235,1.8608010994369486,66,Male,Bachelor's,Democrat,Yes,1.4798351779566081,4.4804989435363325,6.607957361794934
Treatment,7.713197886382954,9.068624637000472,-1.3774993252202288,47,Female,Master's,Democrat,Yes,2.5502704204831605,6.3995209088151395,16.231022377007914
Control,6.330867002990624,5.717671920859468,5.4828954203894105,61,Female,Bachelor's,Independent,No,3.3560886921643025,6.373751305523827,3.4002100019653696
Control,4.687246355227548,1.1318623766473905,3.59921428320472,39,Female,High School,Democrat,Yes,3.177855603297252,0,-0.12372872894355558
Control,8.232038689541064,4.849980601859252,2.7382817144835574,43,Female,Bachelor's,Democrat,Yes,5.971822281384728,6.3724200720771424,6.227718232146226
Control,8.000801501003927,4.030087903144329,1.2145125449963743,31,Female,Master's,Democrat,No,5.1417452649276285,3.536324133380936,6.815976108649918
Control,6.0038845891803145,4.488294392196774,2.409776316712657,18,Male,Master's,Other,No,1.4430793210067816,1.6212561317653287,5.080460370074275
Control,3.2879801965846434,4.0984290117090545,-0.6203759839064653,50,Male,Bachelor's,Republican,Yes,5.028460698727456,1.207347694285661,6.362795093907841
Treatment,4.652501948700763,2.3467306713402083,3.7370190160527175,19,Male,Bachelor's,Republican,Yes,0.9153015965815392,4.106913966753784,2.0990881168130633
Treatment,7.121730509426417,2.274301541807627,0.5102583048235825,40,Male,Bachelor's,Democrat,No,3.4943134814438004,7.8719387288016875,7.105341119053858
Control,3.839511297983224,2.421434214499859,2.1704163696406034,21,Female,Doctorate,Independent,No,3.2146541248140212,3.6289703712484203,2.1707734938508674
Control,4.349660099522443,4.223401739813017,2.8290812322133054,55,Female,High School,Democrat,No,7.522784520198041,3.8224483127324422,3.569150557360933
Control,7.394866667140594,3.2758774268817383,1.6238001243692795,25,Female,Doctorate,Democrat,Yes,7.326094515153562,3.8815024043318025,5.349510636082756
Control,5.68158266645548,6.4350793556478845,4.402028116888967,59,Male,Master's,Independent,No,2.9200697600928587,4.827672519088435,4.873842571986658
Treatment,4.267660698689145,7.295845468475848,1.302479889613159,55,Female,Bachelor's,Democrat,No,2.7875606404610367,4.149012440983307,9.194111102879548
Treatment,5.249294331528747,4.086867947390048,4.2952430994317625,52,Female,Bachelor's,Republican,No,6.906889789464263,2.967872099242554,3.7285955966048454
Control,8.617435365110065,3.1513531406530317,0.7569489959113513,55,Female,High School,Democrat,Yes,6.792136890867386,4.804401822783635,6.703121827296713
Control,4.837025975269733,6.903829350569542,3.2669566357556103,38,Female,Master's,Republican,No,5.835833751472576,0.9458511104321552,6.055385702448799
Control,5.5222363151109235,8.771166154204888,3.444190243724928,23,Female,Bachelor's,Republican,No,4.202996985495789,9.159445459060796,8.08809406803542
Control,6.411803155794821,2.7561503719128844,2.6405376102589924,38,Male,Doctorate,Independent,No,5.006988611067666,3.656441905932998,3.3215143395513027
Treatment,3.650196756594288,6.855137455924407,1.5280247074078115,50,Female,High School,Republican,Yes,4.028134354332051,2.775765365285417,8.06476031596231
Control,7.597750562655696,4.205308460911664,3.111163689532409,60,Male,Bachelor's,Democrat,No,0.4667754798437458,7.682939305996654,4.893020052707103
Treatment,3.3960093699849314,1.956175572327024,2.9941078107748793,68,Male,Bachelor's,Independent,No,4.044765304540341,6.447875400628059,1.5090747890408434
Treatment,3.9231186681238928,4.043155937410394,-0.33797358342040207,60,Male,Bachelor's,Other,No,3.9925201892189155,3.510641312758017,7.323468521923717
Treatment,4.185088896726686,3.171763259383696,1.617437927226121,28,Male,Bachelor's,Independent,No,4.50968611001564,8.394589759588953,4.69314200470259
Treatment,4.712968615332823,10.722641499136351,-0.4464601796196581,42,Male,High School,Republican,No,3.0762977494822823,5.930441132761529,14.703828140255627
Control,4.563891602471365,7.192040153245431,5.721795952266678,31,Female,Bachelor's,Republican,No,5.622389074279036,3.0677681864727964,3.7521900022144354
Control,4.841008866155557,5.430275940240367,5.14739737594543,64,Female,Bachelor's,Other,No,5.03199378181189,7.102158056078178,2.7033829973727155
Treatment,7.192845856493795,4.152501743464123,0.6585054400595989,31,Male,Bachelor's,Republican,No,3.4943636337309822,2.0156333658646854,8.88863069577487
Treatment,2.878733607115092,4.855537142771532,2.8793371290060206,31,Male,High School,Democrat,No,4.431776113798365,2.907972480824589,4.135250219101831
Control,4.093172369728734,6.667465051985954,3.1831993116973814,68,Female,Bachelor's,Republican,No,3.1694973101528157,3.5913812802906433,5.530851925152939
Treatment,6.242007609977487,3.928927592732531,-0.2617952422798622,22,Male,High School,Democrat,No,3.54206093504757,1.0722025986059216,8.872228542495508
Treatment,5.795351558990297,5.209931197486101,-2.4797818227406996,29,Other,Bachelor's,Democrat,No,4.1846862384062495,3.965776029607758,12.036226689469522
Treatment,2.381989954994359,5.239507978460308,0.5820666664416294,44,Female,Master's,Republican,No,5.802722259013065,3.9578460058603646,6.443933778264448
Control,3.0758883770998455,5.495311644940272,2.8659301848431524,19,Male,Master's,Republican,No,5.471101514384342,5.882147106148157,4.167325648647042
Control,5.224178871441051,4.238369490066148,0.35836395436795643,31,Male,Doctorate,Independent,No,6.64892910636204,0.48973250474413055,6.492094971418718
Treatment,3.276868876582613,3.838870842322874,1.0072922653232235,58,Female,Bachelor's,Democrat,No,3.5862745732733954,6.267923813435049,5.2892302344366104
Control,7.246358421007502,4.505298657545885,-0.722731577537381,51,Male,High School,Democrat,Yes,3.1719066886578764,6.3451244458757365,8.851209445587017
Treatment,4.083761269216706,7.24278436255223,1.6531645100774601,20,Male,High School,Democrat,No,4.859331340458471,4.4881677600825185,8.6524408043873
Treatment,4.530024973610473,5.780014484172698,0.25022358332578243,64,Female,Bachelor's,Independent,Yes,3.0423411674942202,4.602714457886654,8.92730963105477
Control,7.70399158141141,4.222900971611709,1.2918421779205764,27,Female,High School,Democrat,No,4.925991851068226,0.1324641029180471,6.783054584396838
Control,6.981953377736456,3.0394484929754775,3.6658587556124385,49,Female,High School,Independent,No,5.046075166017202,7.503980293307565,2.864566426231267
Treatment,4.889190615647646,7.844858034558696,0.10522411699083212,40,Female,High School,Democrat,Yes,3.9675931375687385,4.424553838750978,11.406526879303598
Treatment,5.208649627233499,5.660719139846637,3.353972660402965,49,Male,Bachelor's,Democrat,No,0,2.7816875151955367,6.2132336998687965
Control,3.4395250151650325,3.874046464003081,4.12105733870388,36,Male,Master's,Republican,No,4.648207736160133,3.006203238829092,1.4727516328817178
Control,4.325466193698177,1.3496062398775495,5.466720744283219,69,Female,High School,Democrat,No,5.852226081662576,5.72315700481381,-1.9543814075565806
Control,5.066839052638197,4.119505095880669,4.302519631453032,64,Male,Bachelor's,Democrat,Yes,5.249788221803624,5.817539168298884,2.350404990746735
Treatment,5.288760492208806,3.236262293006145,4.142886181740536,61,Male,High School,Democrat,Yes,3.0984734786470325,2.762579482267915,3.0599464804222136
Control,5.473151300194691,4.663993954972224,1.4597153909258387,59,Female,Bachelor's,Democrat,Yes,3.9394220454831523,5.252391719465049,5.94085421414373
Control,4.541113102392741,4.621641688842814,3.803384176860389,32,Male,Master's,Democrat,No,3.4779173609268828,2.0680289864641104,3.0888140631787957
Control,6.919862782166704,4.854606617140141,1.3913765036450454,21,Female,High School,Independent,No,4.30668121822124,4.286007783052164,6.923161504578448
Control,4.3333399872306435,6.054469497381015,7.679780089733571,33,Male,Doctorate,Other,No,4.692083877836699,2.914796902533337,0.5413594012627656
Control,6.457844900489754,2.6419108337419224,3.3397560536910604,36,Male,Bachelor's,Independent,Yes,6.896955903033929,2.9683821169666937,2.5310772302957387
Treatment,5.97245944935959,4.609274413886694,3.1596992011163394,45,Male,Bachelor's,Republican,No,6.686529712944154,4.542030341290438,5.928919799790047
Treatment,4.042142459548517,5.2091613068988885,3.122622105291282,21,Male,Bachelor's,Independent,No,1.9399920947355946,8.292646983710313,5.118146046268993
Control,6.098120262354243,-0.038945031761539184,1.7336970952790143,56,Male,Doctorate,Democrat,No,6.627829651961559,2.880976261255936,1.276418004136568
Control,2.7913275067870016,6.492575258880842,5.641257378341864,37,Female,Bachelor's,Democrat,No,3.1533529564696536,3.196502696837095,2.2469816339324784
Control,6.173540803649412,7.549822685957555,2.3498615608315294,49,Female,Bachelor's,Democrat,Yes,1.1646273667603602,4.745405918393976,8.286731526950732
Treatment,5.365614207271771,4.669699378401331,1.4559069227893544,33,Male,High School,Republican,Yes,4.941019057054417,2.7618668158852717,7.2380031110658045
Treatment,2.7984477306086393,0.6630140724273792,2.7470467936593703,58,Other,Master's,Democrat,No,4.3450742925670705,0,0.014803076724488218
Control,6.665264022318805,7.876976605429528,-0.09337074162039372,32,Female,Bachelor's,Other,Yes,0.08486767806566453,3.50965023702778,11.302979358209324
Control,4.53129113234732,6.474537279083021,1.7724833777061941,43,Female,Bachelor's,Republican,No,1.757274371747315,8.093363295173955,6.967699467550487
Control,7.843582859900758,3.22433578481062,5.478899083888116,20,Female,Master's,Democrat,No,8.070775424569565,6.343201517802038,1.667228130872883
Treatment,4.404134125593947,0.9051965189759086,-0.22056390595867081,44,Female,Bachelor's,Republican,No,2.8374731237058413,4.732301308481475,4.428861019130039
Control,6.268814263687913,3.9659485228590667,4.109014845619639,34,Male,Master's,Democrat,No,4.2524662739892545,6.165372569680498,2.991340809083384
Control,3.547235391286211,2.5991827718491582,4.822576081097492,26,Female,High School,Democrat,Yes,5.7605534941455305,2.507252605266479,-0.4497756136052282
Treatment,6.448826023626067,6.254632606483293,2.163830022786077,23,Male,Doctorate,Republican,No,6.9551676739583925,5.287697323530811,8.927422101416767
Treatment,5.283559621488492,5.87609358802087,-0.24211796167681632,66,Male,High School,Democrat,No,2.577178362698323,4.204415990517079,10.080881265814057
Control,6.087196562057959,2.6838711563638937,3.91610325202579,50,Female,High School,Democrat,Yes,1.9904816458011183,1.865063113059544,1.811366185367083
Control,3.9537797808946085,8.801688207366235,7.355827929099348,40,Female,High School,Republican,Yes,2.379707836498346,4.305522009694986,3.422750168714191
Control,6.305959127124789,7.312908659109505,3.174429855544541,30,Female,Bachelor's,Republican,No,2.9174288420651635,4.130576103340981,7.291458367127358
Control,5.881888846774228,4.21351287182794,2.6728662477878866,56,Male,Master's,Republican,No,6.876961727393658,2.7085711949535076,4.481591047427168
Treatment,3.4111475527624524,3.9614744833831166,0.609580945722608,68,Male,High School,Independent,No,1.7426851483006964,3.7909263418973356,5.910254202232348
Treatment,3.9967921188226145,8.256473432029654,0.157826971640733,66,Female,High School,Democrat,No,0.0384063595482087,4.384350683203383,11.096240549505882
Control,5.428875014131896,5.8746460293938485,1.7105716992539746,64,Male,High School,Independent,No,3.2193794940079385,1.0704115245747245,6.8785118372058225
Treatment,4.453594715255097,4.604378698526611,-1.7270827812163458,49,Other,High School,Democrat,Yes,1.2610772896101303,4.101697950933716,9.671657516184279
Control,4.256751152158404,4.956977707662875,2.664190258974713,19,Male,Master's,Republican,No,7.9253750641556495,1.3967040259922077,4.421163024767364
Control,4.837755935002185,3.937047952120778,0.7145386444355086,47,Female,Bachelor's,Republican,No,4.057848100707813,4.077444735925243,5.641387275186362
Control,6.199698257361724,8.080717876385082,4.5153136936100715,42,Male,Bachelor's,Independent,Yes,4.658879424812246,2.650943385313978,6.6652533114558725
Treatment,4.5373969858890675,6.028790467462331,3.7991347214713693,40,Female,High School,Democrat,No,7.180231736794411,2.1564446729292173,5.632703485407762
Treatment,5.198668392735717,4.133028296009714,0.2915088582136056,21,Male,Master's,Independent,Yes,3.8936922078319554,0.362303151130253,7.740520732347896
Treatment,6.164406291676585,9.075333792606205,-1.1497190978030005,33,Female,Master's,Democrat,No,3.2046926214257927,5.045626702862636,14.848357609166644
Treatment,5.494884238662381,3.684855356320239,5.701161851381286,47,Male,Bachelor's,Republican,No,7.465546142293409,6.454588199782454,2.104856683935739
Treatment,5.316424618566118,8.520078941721685,1.5878985816817945,70,Male,High School,Republican,No,6.213478851249768,6.661619594007848,10.91949882396448
Treatment,3.0901270480740735,9.036711388900944,2.029068187292465,21,Female,High School,Democrat,No,7.249444386477705,6.695406823609664,9.325238487664034
Treatment,3.7720544594179644,1.5571002491210773,3.3658654172476306,70,Female,Bachelor's,Democrat,No,3.7630282008731606,9.577832831635082,1.02027567643692
Control,6.82685225574467,6.707288412663113,1.5847238422986272,22,Male,Master's,Democrat,No,2.0423612541650185,3.5109577180474454,8.53599069823682
Control,5.433816319326913,6.158787775809515,1.9853897044768094,32,Male,Master's,Democrat,Yes,0,6.014017304031489,6.890306230996162
Control,5.8648828776648,6.300906161679772,0.5633008808069135,21,Male,Doctorate,Democrat,Yes,7.159560540615252,6.23828380060478,8.670046719705258
Control,3.7103344719543463,5.099243290093784,3.506982035267674,23,Female,Master's,Democrat,No,0,3.1899216089133455,3.4474284908032833
Treatment,5.066540742959187,4.4235485721024554,1.164372221682074,22,Female,Doctorate,Republican,Yes,2.3717751423903497,1.6124711541722125,7.059081907639772
Control,5.539589396357676,4.769915708043671,4.796455215779364,62,Male,Doctorate,Independent,No,4.161756161025543,5.310316742729718,2.743255190443145
Treatment,4.684513622888954,3.8062904689087533,0.5115087672749019,69,Male,High School,Republican,Yes,2.559603552214013,4.72863039735487,6.808166918800566
Control,2.998438515167211,4.9571141786044075,6.210572960761434,70,Male,Bachelor's,Republican,Yes,3.559871766948574,5.804350774087849,0.24576047542657897
Treatment,4.4968071829083005,3.2702848482731137,0.6034431907009858,53,Male,High School,Republican,Yes,1.1416252348992169,2.6171681537644025,6.039447044753354
Control,3.807414513949018,7.4984128331018765,2.4642019180634596,65,Female,Bachelor's,Republican,Yes,3.0894554427880982,3.8249940151877997,6.9379181720129255
Treatment,4.994734914393824,5.657973225606616,0.8000790522327873,51,Female,Bachelor's,Other,No,1.6153793181469789,1.0364490986417838,8.603945359169197
Control,2.500268668358535,5.151826056088599,3.224443978122753,60,Female,Master's,Independent,No,4.150882006863377,6.489631987474512,3.177516412145114
Treatment,4.111205302988291,6.3315282777243755,-0.12478453295555458,27,Female,High School,Independent,No,5.968379767393613,5.989916619306151,9.539716787921147
Control,4.183459628664914,6.749008933498185,0.7650083395547855,53,Female,Bachelor's,Republican,Yes,2.9082598157198207,3.950106840010801,8.075730408275856
Treatment,3.5916629828024815,6.225868329989036,1.4591036674289324,30,Male,Doctorate,Democrat,Yes,2.932854070275033,3.7581264669635046,7.460511899661965
Treatment,4.840269535218778,5.326652606441001,0.6462110939927259,70,Male,Bachelor's,Independent,Yes,5.274761392030455,4.607942797720932,8.310643663862358
Treatment,7.305872270672262,3.818766265514267,0.6714815378045891,62,Female,Bachelor's,Democrat,Yes,6.489051886995627,3.267320274311975,8.626688930713875
Control,6.435583405902853,6.123408077775147,1.4549705157149977,44,Male,Bachelor's,Republican,No,5.48343833431643,5.533554727367711,7.8862292650115755
Treatment,7.469456176660989,6.269205812636347,-1.799845521224821,26,Female,Master's,Independent,No,5.603326721701068,0,13.67114346635691
Treatment,3.810895047146947,2.4193338094007872,3.595350576248703,25,Female,Bachelor's,Democrat,Yes,7.404264965332491,2.0013919554756017,1.682154518512295
Treatment,7.298685806973333,8.001672976364931,0.4481601369159071,40,Male,Bachelor's,Other,No,2.517481330658692,3.483912580287816,13.027527194679024
Control,3.700835016178895,2.886046817942126,6.115253100493796,36,Female,Bachelor's,Democrat,No,4.23160397518841,4.930326118902146,-1.378788774462222
Control,5.377134084326842,4.114560334744912,2.589826732022115,21,Male,Bachelor's,Other,No,2.1446263203661498,6.130982909810587,4.213300644886218
Control,3.6770158096929775,7.1579732264033336,6.0631251130778985,45,Other,Master's,Democrat,No,2.2458229329816115,0.1485973068758848,2.933356018171924
Treatment,4.497938200320409,6.342574091996685,5.306582113801377,22,Female,Doctorate,Democrat,No,1.970357052905439,7.1592908723053075,4.4094456284356145
Control,5.073609023348305,5.343505317227686,6.546770254898264,24,Female,Master's,Republican,Yes,3.2579062962796868,1.9731625213165391,1.333539574003575
Control,5.262706739230927,7.925699203850409,3.9900285387062553,24,Male,Bachelor's,Democrat,No,3.6978394048247605,3.3758839037671624,6.567024034759617
Treatment,2.551237808598664,6.262532342191627,4.27850852383728,20,Female,Master's,Other,No,5.421084611395681,4.917549738956213,3.8974521748033455
